RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomeID,CustomeName
6034,CA-2015-130253,12/14/15,12/18/15,Standard Class,PP-18955,Paul Prost
6035,US-2015-155369,04/19/15,04/25/15,Standard Class,PG-18820,Patrick Gardner
6036,US-2015-155369,04/19/15,04/25/15,Standard Class,PG-18820,Patrick Gardner
6037,CA-2016-131205,09/04/16,09/08/16,Standard Class,AA-10645,Anna Andreadi
6038,CA-2016-131205,09/04/16,09/08/16,Standard Class,AA-10645,Anna Andreadi
6039,CA-2016-131205,09/04/16,09/08/16,Standard Class,AA-10645,Anna Andreadi
6040,CA-2016-131205,09/04/16,09/08/16,Standard Class,AA-10645,Anna Andreadi
6041,CA-2017-122364,09/24/17,09/29/17,Standard Class,FA-14230,Frank Atkinson
6042,CA-2017-122364,09/24/17,09/29/17,Standard Class,FA-14230,Frank Atkinson
6043,CA-2016-117912,02/04/16,02/08/16,Standard Class,TB-21520,Tracy Blumstein
6044,CA-2017-145702,05/19/17,05/24/17,Second Class,AH-10075,Adam Hart
6045,CA-2017-145702,05/19/17,05/24/17,Second Class,AH-10075,Adam Hart
6046,CA-2015-113215,09/03/15,09/08/15,Standard Class,CP-12085,Cathy Prescott
6047,CA-2016-154662,06/09/16,06/16/16,Standard Class,BF-11215,Benjamin Farhat
6048,CA-2015-105571,11/07/15,11/11/15,Standard Class,CP-12340,Christine Phan
6049,CA-2015-105571,11/07/15,11/11/15,Standard Class,CP-12340,Christine Phan
6050,CA-2016-152765,06/15/16,06/18/16,First Class,LS-17245,Lynn Smith
6051,CA-2015-153878,04/25/15,04/30/15,Standard Class,TS-21655,Trudy Schmidt
6052,CA-2015-153878,04/25/15,04/30/15,Standard Class,TS-21655,Trudy Schmidt
6053,CA-2016-124016,09/23/16,09/26/16,Second Class,JS-15940,Joni Sundaresam
6054,CA-2016-124016,09/23/16,09/26/16,Second Class,JS-15940,Joni Sundaresam
6055,CA-2016-124016,09/23/16,09/26/16,Second Class,JS-15940,Joni Sundaresam
6056,CA-2016-113551,08/18/16,08/20/16,First Class,NF-18385,Natalie Fritzler
6057,CA-2016-113551,08/18/16,08/20/16,First Class,NF-18385,Natalie Fritzler
6058,CA-2014-107524,03/02/14,03/08/14,Standard Class,KN-16705,Kristina Nunn
6059,CA-2014-107524,03/02/14,03/08/14,Standard Class,KN-16705,Kristina Nunn
6060,CA-2014-138072,12/30/14,01/03/15,Standard Class,GA-14725,Guy Armstrong
6061,CA-2015-134201,04/10/15,04/16/15,Standard Class,EH-14125,Eugene Hildebrand
6062,CA-2015-134201,04/10/15,04/16/15,Standard Class,EH-14125,Eugene Hildebrand
6063,CA-2015-111780,12/25/15,12/30/15,Second Class,RA-19285,Ralph Arnett
6064,CA-2015-111780,12/25/15,12/30/15,Second Class,RA-19285,Ralph Arnett
6065,CA-2015-111780,12/25/15,12/30/15,Second Class,RA-19285,Ralph Arnett
6066,CA-2015-119942,04/05/15,04/07/15,First Class,TT-21070,Ted Trevino
6067,CA-2015-151547,01/17/15,01/23/15,Standard Class,AH-10465,Amy Hunt
6068,CA-2017-166695,05/20/17,05/24/17,Standard Class,CC-12430,Chuck Clark
6069,CA-2017-166695,05/20/17,05/24/17,Standard Class,CC-12430,Chuck Clark
6070,CA-2017-166695,05/20/17,05/24/17,Standard Class,CC-12430,Chuck Clark
6071,CA-2017-167542,08/13/17,08/20/17,Standard Class,KD-16495,Keith Dawkins
6072,CA-2015-120901,12/31/15,01/04/16,Standard Class,BG-11035,Barry Gonzalez
6073,CA-2015-120901,12/31/15,01/04/16,Standard Class,BG-11035,Barry Gonzalez
6074,CA-2015-120901,12/31/15,01/04/16,Standard Class,BG-11035,Barry Gonzalez
6075,CA-2017-121398,12/25/17,12/29/17,Standard Class,FH-14365,Fred Hopkins
6076,CA-2017-121398,12/25/17,12/29/17,Standard Class,FH-14365,Fred Hopkins
6077,CA-2016-151561,09/01/16,09/07/16,Standard Class,PG-18820,Patrick Gardner
6078,CA-2016-151561,09/01/16,09/07/16,Standard Class,PG-18820,Patrick Gardner
6079,CA-2016-151561,09/01/16,09/07/16,Standard Class,PG-18820,Patrick Gardner
6080,CA-2016-151561,09/01/16,09/07/16,Standard Class,PG-18820,Patrick Gardner
6081,CA-2017-154676,08/05/17,08/08/17,First Class,NZ-18565,Nick Zandusky
6082,US-2014-165589,02/18/14,02/18/14,Same Day,TB-21595,Troy Blackwell
6083,US-2016-132577,11/22/16,11/27/16,Standard Class,JE-15475,Jeremy Ellison
6084,US-2016-132577,11/22/16,11/27/16,Standard Class,JE-15475,Jeremy Ellison
6085,US-2016-132577,11/22/16,11/27/16,Standard Class,JE-15475,Jeremy Ellison
6086,US-2016-132577,11/22/16,11/27/16,Standard Class,JE-15475,Jeremy Ellison
6087,US-2016-132577,11/22/16,11/27/16,Standard Class,JE-15475,Jeremy Ellison
6088,CA-2015-114048,12/14/15,12/18/15,Standard Class,EH-13945,Eric Hoffmann
6089,CA-2015-137281,06/13/15,06/17/15,Standard Class,BF-10975,Barbara Fisher
6090,US-2017-162068,12/28/17,12/31/17,Second Class,PC-18745,Pamela Coakley
6091,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6092,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6093,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6094,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6095,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6096,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6097,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6098,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6099,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6100,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6101,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6102,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6103,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6104,CA-2017-100111,09/20/17,09/26/17,Standard Class,SV-20365,Seth Vernon
6105,US-2017-132381,08/22/17,08/24/17,First Class,Dp-13240,Dean percer
6106,CA-2015-147011,06/18/15,06/22/15,Standard Class,HR-14830,Harold Ryan
6107,CA-2014-120852,12/20/14,12/25/14,Standard Class,WB-21850,William Brown
6108,CA-2014-120852,12/20/14,12/25/14,Standard Class,WB-21850,William Brown
6109,CA-2016-150007,09/11/16,09/16/16,Standard Class,AS-10090,Adam Shillingsburg
6110,CA-2016-150007,09/11/16,09/16/16,Standard Class,AS-10090,Adam Shillingsburg
6111,CA-2016-124590,11/12/16,11/16/16,Standard Class,SP-20920,Susan Pistek
6112,CA-2016-124590,11/12/16,11/16/16,Standard Class,SP-20920,Susan Pistek
6113,CA-2016-124590,11/12/16,11/16/16,Standard Class,SP-20920,Susan Pistek
6114,CA-2016-124590,11/12/16,11/16/16,Standard Class,SP-20920,Susan Pistek
6115,CA-2016-124590,11/12/16,11/16/16,Standard Class,SP-20920,Susan Pistek
6116,CA-2016-133802,03/14/16,03/20/16,Standard Class,SP-20650,Stephanie Phelps
6117,US-2016-113677,11/13/16,11/19/16,Standard Class,CM-12655,Corinna Mitchell
6118,US-2016-113677,11/13/16,11/19/16,Standard Class,CM-12655,Corinna Mitchell
6119,CA-2017-143378,09/19/17,09/25/17,Standard Class,JR-16210,Justin Ritter
6120,CA-2017-143378,09/19/17,09/25/17,Standard Class,JR-16210,Justin Ritter
6121,CA-2017-143378,09/19/17,09/25/17,Standard Class,JR-16210,Justin Ritter
6122,CA-2017-143378,09/19/17,09/25/17,Standard Class,JR-16210,Justin Ritter
6123,CA-2017-152660,12/04/17,12/09/17,Standard Class,CB-12415,Christy Brittain
6124,CA-2015-142139,08/31/15,09/05/15,Standard Class,SD-20485,Shirley Daniels
6125,CA-2017-145772,06/03/17,06/07/17,Standard Class,SS-20140,Saphhira Shifley
6126,CA-2017-145772,06/03/17,06/07/17,Standard Class,SS-20140,Saphhira Shifley
6127,CA-2017-145772,06/03/17,06/07/17,Standard Class,SS-20140,Saphhira Shifley
6128,CA-2016-124100,03/31/16,04/06/16,Standard Class,EH-13990,Erica Hackney
6129,US-2014-158400,10/25/14,10/28/14,First Class,AH-10030,Aaron Hawkins
6130,CA-2017-162033,03/26/17,04/02/17,Standard Class,EM-14200,Evan Minnotte
6131,CA-2017-162033,03/26/17,04/02/17,Standard Class,EM-14200,Evan Minnotte
6132,CA-2014-163447,12/27/14,12/31/14,Standard Class,TB-21190,Thomas Brumley
6133,CA-2017-145737,09/15/17,09/20/17,Standard Class,AB-10165,Alan Barnes
6134,CA-2016-148096,08/16/16,08/19/16,First Class,AO-10810,Anthony O'Donnell
6135,CA-2016-146766,11/04/16,11/04/16,Same Day,TT-21220,Thomas Thornton
6136,CA-2015-105613,10/18/15,10/22/15,Standard Class,KN-16705,Kristina Nunn
6137,CA-2015-105613,10/18/15,10/22/15,Standard Class,KN-16705,Kristina Nunn
6138,US-2016-142251,10/31/16,11/04/16,Second Class,FO-14305,Frank Olsen
6139,CA-2014-131247,03/30/14,04/04/14,Standard Class,GA-14725,Guy Armstrong
6140,US-2015-113593,04/18/15,04/20/15,First Class,NC-18415,Nathan Cano
6141,CA-2017-121083,07/09/17,07/15/17,Standard Class,JF-15190,Jamie Frazer
6142,CA-2017-121083,07/09/17,07/15/17,Standard Class,JF-15190,Jamie Frazer
6143,CA-2017-121083,07/09/17,07/15/17,Standard Class,JF-15190,Jamie Frazer
6144,CA-2017-121083,07/09/17,07/15/17,Standard Class,JF-15190,Jamie Frazer
6145,CA-2017-151190,06/27/17,07/01/17,Standard Class,GT-14710,Greg Tran
6146,CA-2014-133543,12/22/14,12/26/14,Standard Class,KM-16660,Khloe Miller
6147,CA-2017-105130,11/21/17,11/25/17,Standard Class,PJ-18835,Patrick Jones
6148,CA-2017-105130,11/21/17,11/25/17,Standard Class,PJ-18835,Patrick Jones
6149,CA-2016-161928,06/27/16,06/29/16,Second Class,AC-10660,Anna Chung
6150,CA-2017-101322,12/28/17,12/31/17,First Class,JG-15310,Jason Gross
6151,US-2016-106600,04/08/16,04/11/16,First Class,RM-19375,Raymond Messe
6152,CA-2014-111871,03/18/14,03/21/14,Second Class,EK-13795,Eileen Kiefer
6153,CA-2017-139437,07/03/17,07/08/17,Standard Class,RD-19585,Rob Dowd
6154,CA-2017-151484,04/20/17,04/23/17,First Class,CV-12805,Cynthia Voltz
6155,CA-2017-151484,04/20/17,04/23/17,First Class,CV-12805,Cynthia Voltz
6156,CA-2017-151484,04/20/17,04/23/17,First Class,CV-12805,Cynthia Voltz
6157,CA-2017-151484,04/20/17,04/23/17,First Class,CV-12805,Cynthia Voltz
6158,CA-2016-104150,08/03/16,08/05/16,Second Class,AG-10330,Alex Grayson
6159,CA-2016-104150,08/03/16,08/05/16,Second Class,AG-10330,Alex Grayson
6160,CA-2016-161025,12/03/16,12/09/16,Standard Class,GM-14440,Gary McGarr
6161,CA-2014-103989,03/19/14,03/21/14,First Class,MC-17605,Matt Connell
6162,CA-2014-103989,03/19/14,03/21/14,First Class,MC-17605,Matt Connell
6163,CA-2014-103989,03/19/14,03/21/14,First Class,MC-17605,Matt Connell
6164,CA-2014-103989,03/19/14,03/21/14,First Class,MC-17605,Matt Connell
6165,CA-2014-103989,03/19/14,03/21/14,First Class,MC-17605,Matt Connell
6166,CA-2014-103989,03/19/14,03/21/14,First Class,MC-17605,Matt Connell
6167,CA-2014-103989,03/19/14,03/21/14,First Class,MC-17605,Matt Connell
6168,CA-2015-142433,04/20/15,04/25/15,Standard Class,ES-14020,Erica Smith
6169,CA-2015-132815,09/19/15,09/22/15,Second Class,RW-19540,Rick Wilson
6170,CA-2014-101266,08/27/14,08/30/14,Second Class,MM-17920,Michael Moore
6171,CA-2016-141523,12/19/16,12/24/16,Second Class,MH-17440,Mark Haberlin
6172,CA-2016-141523,12/19/16,12/24/16,Second Class,MH-17440,Mark Haberlin
6173,US-2014-106299,08/02/14,08/08/14,Standard Class,NZ-18565,Nick Zandusky
6174,US-2014-106299,08/02/14,08/08/14,Standard Class,NZ-18565,Nick Zandusky
6175,US-2014-106299,08/02/14,08/08/14,Standard Class,NZ-18565,Nick Zandusky
6176,CA-2015-158421,09/21/15,09/26/15,Standard Class,GB-14575,Giulietta Baptist
6177,CA-2015-158421,09/21/15,09/26/15,Standard Class,GB-14575,Giulietta Baptist
6178,CA-2015-158421,09/21/15,09/26/15,Standard Class,GB-14575,Giulietta Baptist
6179,CA-2015-158421,09/21/15,09/26/15,Standard Class,GB-14575,Giulietta Baptist
6180,CA-2015-158421,09/21/15,09/26/15,Standard Class,GB-14575,Giulietta Baptist
6181,CA-2015-158421,09/21/15,09/26/15,Standard Class,GB-14575,Giulietta Baptist
6182,CA-2015-158421,09/21/15,09/26/15,Standard Class,GB-14575,Giulietta Baptist
6183,CA-2015-158421,09/21/15,09/26/15,Standard Class,GB-14575,Giulietta Baptist
6184,CA-2015-158421,09/21/15,09/26/15,Standard Class,GB-14575,Giulietta Baptist
6185,CA-2016-143609,12/11/16,12/13/16,First Class,DB-13270,Deborah Brumfield
6186,CA-2015-138331,08/07/15,08/12/15,Standard Class,JK-15625,Jim Karlsson
6187,CA-2015-138954,11/15/15,11/17/15,First Class,MH-17785,Maya Herman
6188,CA-2015-138954,11/15/15,11/17/15,First Class,MH-17785,Maya Herman
6189,CA-2015-138954,11/15/15,11/17/15,First Class,MH-17785,Maya Herman
6190,CA-2017-157903,04/04/17,04/08/17,Standard Class,AM-10705,Anne McFarland
6191,CA-2016-157259,12/24/16,12/28/16,Standard Class,JM-15535,Jessica Myrick
6192,CA-2017-107986,12/13/17,12/13/17,Same Day,MW-18220,Mitch Webber
6193,CA-2017-104927,12/22/17,12/26/17,Standard Class,AG-10330,Alex Grayson
6194,CA-2017-104927,12/22/17,12/26/17,Standard Class,AG-10330,Alex Grayson
6195,CA-2017-104927,12/22/17,12/26/17,Standard Class,AG-10330,Alex Grayson
6196,CA-2017-113453,10/21/17,10/28/17,Standard Class,CM-12160,Charles McCrossin
6197,CA-2017-113453,10/21/17,10/28/17,Standard Class,CM-12160,Charles McCrossin
6198,CA-2015-149909,11/13/15,11/17/15,Standard Class,RA-19915,Russell Applegate
6199,CA-2015-149909,11/13/15,11/17/15,Standard Class,RA-19915,Russell Applegate
6200,CA-2015-149909,11/13/15,11/17/15,Standard Class,RA-19915,Russell Applegate
6201,CA-2015-146675,04/16/15,04/20/15,Standard Class,SB-20185,Sarah Brown
6202,CA-2015-146675,04/16/15,04/20/15,Standard Class,SB-20185,Sarah Brown
6203,CA-2016-118332,12/16/16,12/23/16,Standard Class,PK-19075,Pete Kriz
6204,CA-2016-133669,10/21/16,10/27/16,Standard Class,SV-20935,Susan Vittorini
6205,CA-2017-145660,12/01/17,12/03/17,First Class,MG-17650,Matthew Grinstein
6206,CA-2016-133697,10/20/16,10/24/16,Second Class,CM-12445,Chuck Magee
6207,CA-2016-133697,10/20/16,10/24/16,Second Class,CM-12445,Chuck Magee
6208,CA-2016-133697,10/20/16,10/24/16,Second Class,CM-12445,Chuck Magee
6209,CA-2017-148138,09/29/17,10/03/17,Standard Class,ME-18010,Michelle Ellison
6210,CA-2017-119809,08/18/17,08/25/17,Standard Class,YS-21880,Yana Sorensen
6211,CA-2017-119809,08/18/17,08/25/17,Standard Class,YS-21880,Yana Sorensen
6212,CA-2017-119809,08/18/17,08/25/17,Standard Class,YS-21880,Yana Sorensen
6213,CA-2017-149944,11/12/17,11/16/17,Second Class,MB-17305,Maria Bertelson
6214,CA-2017-149944,11/12/17,11/16/17,Second Class,MB-17305,Maria Bertelson
6215,CA-2014-128538,10/11/14,10/15/14,Standard Class,AS-10240,Alan Shonely
6216,CA-2015-161711,11/28/15,12/03/15,Standard Class,MC-17425,Mark Cousins
6217,CA-2015-161711,11/28/15,12/03/15,Standard Class,MC-17425,Mark Cousins
6218,US-2015-129553,07/27/15,08/02/15,Standard Class,PG-18820,Patrick Gardner
6219,CA-2016-160220,10/20/16,10/26/16,Standard Class,JS-16030,Joy Smith
6220,CA-2016-160220,10/20/16,10/26/16,Standard Class,JS-16030,Joy Smith
6221,CA-2016-160220,10/20/16,10/26/16,Standard Class,JS-16030,Joy Smith
6222,US-2017-157224,09/14/17,09/18/17,Second Class,JB-16000,Joy Bell-
6223,CA-2017-140627,12/23/17,12/27/17,Standard Class,DK-12985,Darren Koutras
6224,CA-2017-140627,12/23/17,12/27/17,Standard Class,DK-12985,Darren Koutras
6225,CA-2017-140627,12/23/17,12/27/17,Standard Class,DK-12985,Darren Koutras
6226,CA-2015-133445,10/05/15,10/09/15,Standard Class,JF-15490,Jeremy Farry
6227,CA-2015-133445,10/05/15,10/09/15,Standard Class,JF-15490,Jeremy Farry
6228,CA-2014-148782,11/02/14,11/07/14,Standard Class,PO-18850,Patrick O'Brill
6229,CA-2016-148208,01/22/16,01/27/16,Standard Class,BT-11530,Bradley Talbott
6230,CA-2016-148208,01/22/16,01/27/16,Standard Class,BT-11530,Bradley Talbott
6231,CA-2017-127656,07/11/17,07/17/17,Standard Class,NW-18400,Natalie Webber
6232,US-2017-142188,09/11/17,09/11/17,Same Day,JF-15415,Jennifer Ferguson
6233,US-2017-142188,09/11/17,09/11/17,Same Day,JF-15415,Jennifer Ferguson
6234,US-2017-142188,09/11/17,09/11/17,Same Day,JF-15415,Jennifer Ferguson
6235,US-2017-142188,09/11/17,09/11/17,Same Day,JF-15415,Jennifer Ferguson
6236,US-2017-142188,09/11/17,09/11/17,Same Day,JF-15415,Jennifer Ferguson
6237,CA-2016-144400,02/23/16,02/27/16,Standard Class,AC-10420,Alyssa Crouse
6238,US-2016-155180,01/22/16,01/29/16,Standard Class,TB-21280,Toby Braunhardt
6239,CA-2015-134075,12/12/15,12/16/15,Standard Class,HA-14905,Helen Abelman
6240,CA-2015-134075,12/12/15,12/16/15,Standard Class,HA-14905,Helen Abelman
6241,US-2016-131912,10/29/16,11/01/16,Second Class,LH-17155,Logan Haushalter
6242,CA-2017-141572,05/28/17,05/31/17,Second Class,LO-17170,Lori Olson
6243,CA-2014-134621,12/21/14,12/28/14,Standard Class,DP-13390,Dennis Pardue
6244,CA-2016-165561,11/24/16,11/28/16,Standard Class,CR-12580,Clay Rozendal
6245,CA-2015-112305,11/20/15,11/25/15,Standard Class,KB-16405,Katrina Bavinger
6246,CA-2015-112305,11/20/15,11/25/15,Standard Class,KB-16405,Katrina Bavinger
6247,CA-2015-112305,11/20/15,11/25/15,Standard Class,KB-16405,Katrina Bavinger
6248,CA-2017-121580,05/29/17,06/04/17,Standard Class,ML-17410,Maris LaWare
6249,CA-2017-121580,05/29/17,06/04/17,Standard Class,ML-17410,Maris LaWare
6250,CA-2017-121580,05/29/17,06/04/17,Standard Class,ML-17410,Maris LaWare
6251,CA-2017-121580,05/29/17,06/04/17,Standard Class,ML-17410,Maris LaWare
6252,CA-2014-101147,12/02/14,12/04/14,First Class,MC-17575,Matt Collins
6253,CA-2014-165806,04/07/14,04/07/14,Same Day,VM-21685,Valerie Mitchum
6254,CA-2014-165806,04/07/14,04/07/14,Same Day,VM-21685,Valerie Mitchum
6255,CA-2015-151624,09/08/15,09/14/15,Standard Class,VW-21775,Victoria Wilson
6256,CA-2017-139444,09/09/17,09/15/17,Standard Class,GK-14620,Grace Kelly
6257,CA-2015-133977,09/06/15,09/08/15,Second Class,AT-10435,Alyssa Tate
6258,CA-2017-141425,11/02/17,11/06/17,Second Class,AR-10825,Anthony Rawles
6259,CA-2015-133536,03/28/15,03/30/15,Second Class,JH-15820,John Huston
6260,CA-2015-150441,08/13/15,08/17/15,Second Class,RA-19285,Ralph Arnett
6261,CA-2015-162607,05/12/15,05/18/15,Standard Class,RO-19780,Rose O'Brian
6262,CA-2017-103506,07/23/17,07/27/17,Standard Class,LR-17035,Lisa Ryan
6263,CA-2016-132479,09/24/16,09/26/16,First Class,MK-17905,Michael Kennedy
6264,CA-2017-160724,05/05/17,05/10/17,Standard Class,YS-21880,Yana Sorensen
6265,US-2016-115952,10/06/16,10/06/16,Same Day,JH-15910,Jonathan Howell
6266,CA-2014-146731,11/03/14,11/08/14,Standard Class,AT-10735,Annie Thurman
6267,CA-2014-146731,11/03/14,11/08/14,Standard Class,AT-10735,Annie Thurman
6268,CA-2015-115392,10/01/15,10/04/15,Second Class,RM-19675,Robert Marley
6269,CA-2015-115392,10/01/15,10/04/15,Second Class,RM-19675,Robert Marley
6270,CA-2017-102379,12/02/17,12/06/17,Standard Class,BB-11545,Brenda Bowman
6271,CA-2017-102379,12/02/17,12/06/17,Standard Class,BB-11545,Brenda Bowman
6272,CA-2017-102379,12/02/17,12/06/17,Standard Class,BB-11545,Brenda Bowman
6273,CA-2017-149706,12/11/17,12/12/17,First Class,AS-10285,Alejandro Savely
6274,US-2016-139087,07/17/16,07/22/16,Second Class,DK-13375,Dennis Kane
6275,US-2016-139087,07/17/16,07/22/16,Second Class,DK-13375,Dennis Kane
6276,US-2016-139087,07/17/16,07/22/16,Second Class,DK-13375,Dennis Kane
6277,US-2016-139087,07/17/16,07/22/16,Second Class,DK-13375,Dennis Kane
6278,US-2016-139087,07/17/16,07/22/16,Second Class,DK-13375,Dennis Kane
6279,US-2016-139087,07/17/16,07/22/16,Second Class,DK-13375,Dennis Kane
6280,US-2016-139087,07/17/16,07/22/16,Second Class,DK-13375,Dennis Kane
6281,CA-2017-152226,05/12/17,05/16/17,Standard Class,JH-15910,Jonathan Howell
6282,CA-2015-116484,11/20/15,11/26/15,Standard Class,JK-15205,Jamie Kunitz
6283,CA-2015-116484,11/20/15,11/26/15,Standard Class,JK-15205,Jamie Kunitz
6284,CA-2016-100944,09/24/16,09/28/16,Standard Class,EH-13765,Edward Hooks
6285,CA-2016-100944,09/24/16,09/28/16,Standard Class,EH-13765,Edward Hooks
6286,CA-2016-125080,10/21/16,10/26/16,Standard Class,VW-21775,Victoria Wilson
6287,CA-2016-121020,10/24/16,10/31/16,Standard Class,CG-12040,Catherine Glotzbach
6288,CA-2014-100090,07/08/14,07/12/14,Standard Class,EB-13705,Ed Braxton
6289,CA-2014-100090,07/08/14,07/12/14,Standard Class,EB-13705,Ed Braxton
6290,US-2015-139675,03/13/15,03/18/15,Second Class,NF-18595,Nicole Fjeld
6291,US-2015-139675,03/13/15,03/18/15,Second Class,NF-18595,Nicole Fjeld
6292,CA-2017-143756,12/02/17,12/05/17,First Class,ME-17725,Max Engle
6293,CA-2015-151253,04/22/15,04/26/15,Standard Class,AZ-10750,Annie Zypern
6294,CA-2015-151253,04/22/15,04/26/15,Standard Class,AZ-10750,Annie Zypern
6295,CA-2014-141152,09/16/14,09/19/14,First Class,RF-19345,Randy Ferguson
6296,CA-2014-141313,12/28/14,01/01/15,Standard Class,AJ-10780,Anthony Jacobs
6297,CA-2014-141313,12/28/14,01/01/15,Standard Class,AJ-10780,Anthony Jacobs
6298,CA-2014-141313,12/28/14,01/01/15,Standard Class,AJ-10780,Anthony Jacobs
6299,CA-2014-169852,10/21/14,10/26/14,Standard Class,SF-20965,Sylvia Foulston
6300,CA-2017-107314,11/30/17,12/03/17,First Class,MZ-17335,Maria Zettner
6301,US-2014-161305,06/06/14,06/12/14,Standard Class,SB-20170,Sarah Bern
6302,US-2014-161305,06/06/14,06/12/14,Standard Class,SB-20170,Sarah Bern
6303,CA-2017-166919,11/23/17,11/27/17,Standard Class,AH-10210,Alan Hwang
6304,CA-2017-162712,06/18/17,06/20/17,Second Class,NK-18490,Neil Knudson
6305,CA-2017-107552,05/05/17,05/05/17,Same Day,AI-10855,Arianne Irving
6306,CA-2016-163328,11/04/16,11/06/16,Second Class,TP-21565,Tracy Poddar
6307,CA-2016-163328,11/04/16,11/06/16,Second Class,TP-21565,Tracy Poddar
6308,CA-2016-163328,11/04/16,11/06/16,Second Class,TP-21565,Tracy Poddar
6309,CA-2016-163328,11/04/16,11/06/16,Second Class,TP-21565,Tracy Poddar
6310,CA-2016-163328,11/04/16,11/06/16,Second Class,TP-21565,Tracy Poddar
6311,CA-2016-163328,11/04/16,11/06/16,Second Class,TP-21565,Tracy Poddar
6312,CA-2014-112837,09/11/14,09/16/14,Standard Class,LW-17125,Liz Willingham
6313,CA-2017-120019,02/16/17,02/21/17,Standard Class,NG-18355,Nat Gilpin
6314,CA-2017-120019,02/16/17,02/21/17,Standard Class,NG-18355,Nat Gilpin
6315,CA-2014-100762,11/24/14,11/29/14,Standard Class,NG-18355,Nat Gilpin
6316,CA-2014-100762,11/24/14,11/29/14,Standard Class,NG-18355,Nat Gilpin
6317,CA-2014-100762,11/24/14,11/29/14,Standard Class,NG-18355,Nat Gilpin
6318,CA-2014-100762,11/24/14,11/29/14,Standard Class,NG-18355,Nat Gilpin
6319,CA-2017-161459,11/25/17,11/29/17,Second Class,EB-13750,Edward Becker
6320,CA-2017-161459,11/25/17,11/29/17,Second Class,EB-13750,Edward Becker
6321,CA-2017-160017,09/28/17,10/02/17,Standard Class,SP-20860,Sung Pak
6322,CA-2014-123316,10/13/14,10/17/14,Standard Class,SP-20545,Sibella Parks
6323,CA-2014-141299,06/03/14,06/07/14,Second Class,RB-19795,Ross Baird
6324,CA-2014-104402,06/17/14,06/23/14,Standard Class,DB-13660,Duane Benoit
6325,CA-2015-110289,10/29/15,11/02/15,Standard Class,NB-18655,Nona Balk
6326,CA-2015-110289,10/29/15,11/02/15,Standard Class,NB-18655,Nona Balk
6327,CA-2014-167927,01/20/14,01/26/14,Standard Class,XP-21865,Xylona Preis
6328,CA-2014-167927,01/20/14,01/26/14,Standard Class,XP-21865,Xylona Preis
6329,CA-2014-167927,01/20/14,01/26/14,Standard Class,XP-21865,Xylona Preis
6330,CA-2014-167927,01/20/14,01/26/14,Standard Class,XP-21865,Xylona Preis
6331,CA-2014-167927,01/20/14,01/26/14,Standard Class,XP-21865,Xylona Preis
6332,CA-2014-167927,01/20/14,01/26/14,Standard Class,XP-21865,Xylona Preis
6333,CA-2014-167927,01/20/14,01/26/14,Standard Class,XP-21865,Xylona Preis
6334,CA-2014-167927,01/20/14,01/26/14,Standard Class,XP-21865,Xylona Preis
6335,CA-2014-133305,07/11/14,07/15/14,Standard Class,MH-17455,Mark Hamilton
6336,CA-2014-133305,07/11/14,07/15/14,Standard Class,MH-17455,Mark Hamilton
6337,CA-2016-165995,08/30/16,09/06/16,Standard Class,BG-11740,Bruce Geld
6338,CA-2016-165995,08/30/16,09/06/16,Standard Class,BG-11740,Bruce Geld
6339,CA-2017-143112,10/05/17,10/09/17,Standard Class,TS-21370,Todd Sumrall
6340,CA-2017-143112,10/05/17,10/09/17,Standard Class,TS-21370,Todd Sumrall
6341,CA-2017-143112,10/05/17,10/09/17,Standard Class,TS-21370,Todd Sumrall
6342,US-2017-105830,12/31/16,01/02/17,First Class,DB-13660,Duane Benoit
6343,CA-2015-146255,03/07/15,03/10/15,First Class,EM-14140,Eugene Moren
6344,CA-2015-146255,03/07/15,03/10/15,First Class,EM-14140,Eugene Moren
6345,CA-2015-146255,03/07/15,03/10/15,First Class,EM-14140,Eugene Moren
6346,CA-2015-146255,03/07/15,03/10/15,First Class,EM-14140,Eugene Moren
6347,CA-2017-104822,10/20/17,10/20/17,Same Day,RB-19465,Rick Bensley
6348,CA-2015-104486,05/01/15,05/06/15,Standard Class,PO-18850,Patrick O'Brill
6349,CA-2015-104486,05/01/15,05/06/15,Standard Class,PO-18850,Patrick O'Brill
